gvkey,tic,cusip,conm,cik
1704,AMAT,038222105,APPLIED MATERIALS INC,6951
1706,EPAC,292765104,ENERPAC TOOL GROUP CORP,6955
1712,TREC,894648104,TRECORA RESOURCES,7039
1718,AOXY,00754B301,ADVANCED OXYGEN TECHNOLOGY,352991
1722,ADM,039483102,ARCHER-DANIELS-MIDLAND CO,7084
1742,PNW1,040555005,ARIZONA PUBLIC SERVICE CO,7286
1743,ARCB,03937C105,ARCBEST CORP,894405
1745,ETR1,29364D001,ENTERGY ARKANSAS,7323
1773,ARW,042735100,ARROW ELECTRONICS INC,7536
1783,ARTW,043168103,ARTS WAY MFG INC,7623
1790,AB.,043420108,ASBESTOS CORP LTD,
1794,ASH,044186104,ASHLAND INC,1674862
1820,ALOT,04638F108,ASTRONOVA INC,8146
1823,ATRO,046433108,ASTRONICS CORP,8063
1828,ACLLF,046789400,ATCO LTD  -CL I,1261317
1837,SO7,84399X001,SOUTHERN CO GAS,1004155
1864,REX,761624105,REX AMERICAN RESOURCES CORP,744187
1878,ADSK,052769106,AUTODESK INC,769397
1891,ADP,053015103,AUTOMATIC DATA PROCESSING,8670
1913,AVY,053611109,AVERY DENNISON CORP,8818
1919,AVT,053807103,AVNET INC,8858
1920,AVP,054303102,AVON PRODUCTS,8868
1926,AZZ,002474104,AZZ INC,8947
1932,BTI,110448107,BRITISH AMER TOBACCO PLC,1303523
1949,BRT,055645303,BRT APARTMENTS CORP,14846
1968,BMI,056525108,BADGER METER INC,9092
1979,BCPC,057665200,BALCHEM CORP  -CL B,9326
1982,PTVCB,74368L203,PROTECTIVE INSURANCE CORP,9346
1988,BALL,058498106,BALL CORP,9389
2002,BPOP,733174700,POPULAR INC,763901
2005,BOH,062540109,BANK OF HAWAII CORP,46195
2019,BK,064058100,BANK OF NEW YORK MELLON CORP,1390777
2049,B,067806109,BARNES GROUP INC,9984
2052,BRN,068221100,BARNWELL INDUSTRIES,10048
2055,GOLD,067901108,BARRICK GOLD CORP,756894
2080,BSET,070203104,BASSETT FURNITURE INDS,10329
2086,BAX,071813109,BAXTER INTERNATIONAL INC,10456
2101,AIT,03820C105,APPLIED INDUSTRIAL TECH INC,109563
2109,SHGI,74167E103,SPARX HLDGS GROUP,1874138
2111,BDX,075887109,BECTON DICKINSON & CO,10795
2113,NICH,65476M208,NITCHES INC,772263
2124,BELFB,077347300,BEL FUSE INC,729580
2136,VZ,92343V104,VERIZON COMMUNICATIONS INC,732712
2137,BCE,05534B760,BCE INC,718940
2154,BMS,081437105,BEMIS CO INC,11199
2176,BRK.B,084670702,BERKSHIRE HATHAWAY,1067983
2184,BBY,086516101,BEST BUY CO INC,764478
2220,BIO,090572207,BIO-RAD LABORATORIES INC,12208
2240,NIMU,655366508,NON INVASIVE MONITOR,720762
2259,BKH,092113109,BLACK HILLS CORP,1130464
2269,HRB,093671105,BLOCK H & R INC,12659
2270,VAL,G9460G101,VALARIS LTD,314808
2277,BRRE,096005301,BLUE RIDGE REAL ESTATE CO,12779
2285,BA,097023105,BOEING CO,12927
2312,RHI,770323103,ROBERT HALF INC,315213
2316,0141A,60899Z001,HEXION INC,13239
2337,RFP,76117W109,RESOLUTE FOREST PRODUCTS INC,1393066
2342,BWL.A,102565108,BOWL AMERICA INC  -CL A,13573
2352,BRC,104674106,BRADY CORP,746598
2369,BN,11271J107,BROOKFIELD CORP,1001085
2390,BRID,108763103,BRIDGFORD FOODS CORP,14177
2393,BGGSQ,109043109,BRIGGS & STRATTON,14195
2403,BMY,110122108,BRISTOL-MYERS SQUIBB CO,14272
2408,TU,87971M103,TELUS CORP,868675
2410,BP,055622104,BP PLC,313807
2411,BTY10,05577E101,BT GROUP PLC,756620
2435,BF.B,115637209,BROWN FORMAN CORP,14693
2436,CAL,129500104,CALERES INC,14707
2444,BC,117043109,BRUNSWICK CORP,14930
2448,MTRN,576690101,MATERION CORP,1104657
2485,ELEK,286176102,ELEKTROS INC,1852616
2490,BRK3,08499Z004,BURLINGTON NORTHERN SANTA FE,934612
2497,MTZ,576323109,MASTEC INC,15615
2504,UIS,909214306,UNISYS CORP,746838
2519,BUKS,123720104,BUTLER NATIONAL CORP,15847
2526,CAE,124765108,CAE INC,1173382
2536,RAMP,53815P108,LIVERAMP HOLDINGS INC,733269
2547,CI,125523100,CIGNA GROUP (THE),1739940
2556,CSS,125906107,CSS INDUSTRIES INC,20629
2558,CNA,126117100,CNA FINANCIAL CORP,21175
2573,CSPI,126389105,CSP INC,356037
2574,CSX,126408103,CSX CORP,277948
2577,CTS,126501105,CTS CORP,26058
2578,TLS,87969B101,TELOS CORP/MD,320121
2581,CVV,126601103,CVD EQUIPMENT CORP,766792
2593,CBT,127055101,CABOT CORP,16040
2596,CACI,127190304,CACI INTL INC  -CL A,16058
2615,CAMPQ,128126208,CALAMP CORP,730255
2620,0176A,62299A008,MUFG AMERICAS HOLDINGS CORP,1011659
2628,CWT,130788102,CALIFORNIA WATER SERVICE GP,1035201
2663,CPB,134429109,CAMPBELL SOUP CO,16732
2675,MLFNF,564905107,MAPLE LEAF FOODS INC,1202643
2696,CNI,136375102,CANADIAN NATIONAL RAILWAY CO,16868
2698,CP,13646K108,CANADIAN PAC KANSAS CITY LTD,16875
2703,CDNAF,136681202,CANADIAN TIRE CORP  -CL A,
2710,STZ,21036P108,CONSTELLATION BRANDS,16918
2721,CAJPY,138006309,CANON INC,16988
2735,CPTP,140430109,CAPITAL PROPERTIES INC,202947
2751,CAH,14149Y108,CARDINAL HEALTH INC,721371
2771,CSL,142339100,CARLISLE COS INC,790051
2777,ASWRF,40281L109,GUNGNIR RESOURCES INC,1686954
2783,DUK8,26499B009,PROGRESS ENERGY INC,1094093
2787,CRS,144285103,CARPENTER TECHNOLOGY CORP,17843
2807,CASY,147528103,CASEYS GENERAL STORES INC,726958
2811,CTAM,148411408,CASTLE (A M) & CO,18172
2817,CAT,149123101,CATERPILLAR INC,18230
2818,CATO,149205106,CATO CORP  -CL A,18255
2820,CVCO,149568107,CAVCO INDUSTRIES INC,278166
2829,RFIL,749552105,R F INDUSTRIES LTD,740664
2849,BBVA1,05946K002,BBVA COMPASS BANCSHARES INC,1409775
2852,CTNR,15459P108,CENTRAL NATURAL RES INC,18605
2884,LUMN,550241103,LUMEN TECHNOLOGIES INC,18926
2940,MGLN,559079207,MAGELLAN HEALTH INC,19411
2942,CMD,138098108,CANTEL MEDICAL CORP,19446
2960,CHE,16359R103,CHEMED CORP,19584
2968,JPM,46625H100,JPMORGAN CHASE & CO,19617
2986,CPK,165303108,CHESAPEAKE UTILITIES CORP,19745
2990,IMNN,15117N602,IMUNON INC,749647
2991,CVX,166764100,CHEVRON CORP,93410
2999,CVR,168088102,CHICAGO RIVET & MACHINE CO,19871
3007,EAT,109641100,BRINKER INTL INC,703351
3026,CHD,171340102,CHURCH & DWIGHT INC,313927
3028,CHDN,171484108,CHURCHILL DOWNS INC,20212
3036,CBB,171871502,CINCINNATI BELL INC,716133
3039,CIN1,172070005,DUKE ENERGY OHIO INC,20290
3062,CTAS,172908105,CINTAS CORP,723254
3105,IHRT,45174J509,IHEARTMEDIA INC,1400891
3107,CLF,185899101,CLEVELAND-CLIFFS INC,764065
3121,CLX,189054109,CLOROX CO/DE,21076
3138,COKE,191098102,COCA COLA CONSOLIDATED INC,317540
3144,KO,191216100,COCA-COLA CO,21344
3153,CDE,192108504,COEUR MINING INC,215466
3157,COHR.1,192479103,COHERENT INC,21510
3158,COHU,192576106,COHU INC,21535
3169,OMED.2,68234X102,ONCOMED PHARMACEUTICALS,1302573
3170,CL,194162103,COLGATE-PALMOLIVE CO,21665
3184,CCOM,12504V107,CCOM GROUP INC,21828
3198,CGP1,196522007,COLORADO INTERSTATE GAS CO,200155
3203,CCF,16150R104,CHASE CORP,830524
3221,AON,G0403H108,AON PLC,315293
3226,CMCSA,20030N101,COMCAST CORP,1166691
3231,CMA,200340107,COMERICA INC,28412
3238,CBSH,200525103,COMMERCE BANCSHARES INC,22356
3243,C,172967424,CITIGROUP INC,831001
3246,CMC,201723103,COMMERCIAL METALS,22444
3275,JCS,203900204,COMMUNICATIONS SYSTEMS INC,
3278,CAR,053774105,AVIS BUDGET GROUP INC,723612
3288,CHCR,204620207,COMPREHENSIVE CARE CORP,22872
3310,CA.1,12673P105,CA INC,356028
3336,DXC,23355L106,DXC TECHNOLOGY CO,1688568
3342,CTG,205477102,COMPUTER TASK GROUP INC,23111
3358,CMTL,205826209,COMTECH TELECOMMUN,23197
3362,CAG,205887102,CONAGRA BRANDS INC,23217
3369,RAVE,754198109,RAVE RESTAURANT GROUP INC,718332
3382,SSTK,825690100,SHUTTERSTOCK INC,1549346
3392,NU1,207597006,CONNECTICUT LIGHT & POWER CO,23426
3394,CTWS,207797101,CONNECTICUT WATER SVC INC,276209
3410,TCI,893617209,TRANSCONTINENTAL RLTY INVS,733590
3413,ED,209115104,CONSOLIDATED EDISON INC,1047862
3424,BH,08986R309,BIGLARI HOLDINGS INC,1726173
3429,CTO,22948Q101,CTO REALTY GROWTH INC,23795
3439,CMS,125896100,CMS ENERGY CORP,811156
3465,CUO,211615307,RIVERBEND INDUSTRIES,24104
3469,CLR,212015101,CONTINENTAL RESOURCES INC,732834
3502,CTB,216831107,COOPER TIRE & RUBBER CO,24491
3504,COO,216648501,COOPER COS INC (THE),711404
3505,TAP,60871R209,MOLSON COORS BEVERAGE CO,24545
3516,CBYDF,218349108,CORBY SPIRIT AND WINE LTD,
3532,GLW,219350105,CORNING INC,24741
3533,CNIG,219387107,CORNING NATURAL GAS HLDG CP,1582244
3562,CUZ,222795502,COUSINS PROPERTIES INC,25232
3570,CBRL,22410J106,CRACKER BARREL OLD CTRY STOR,1067294
3580,CR,224408104,CRANE CO,1944013
3581,CRD.A,224633206,CRAWFORD & CO,25475
3591,AGC1,02635K005,ONEMAIN FINANCE CORP,25598
3592,OMF,68268W103,ONEMAIN HOLDINGS INC,1584207
3619,CCK,228368106,CROWN HOLDINGS INC,1219601
3622,CRWS,228309100,CROWN CRAFTS INC,25895
3639,CUB.1,229669106,CUBIC CORP,26076
3643,CFR,229899109,CULLEN/FROST BANKERS INC,39263
3647,CULP,230215105,CULP INC,723603
3650,CMI,231021106,CUMMINS INC,26172
3662,CW,231561101,CURTISS-WRIGHT CORP,26324
3691,GTBP,36254L308,GT BIOPHARMA INC,109657
3708,WEN,95058W100,WENDY'S CO,30697
3734,DAN,235825205,DANA INC,26780
3735,DHR,235851102,DANAHER CORP,313616
3761,DAIO,237690102,DATA I/O CORP,351998
3801,7183B,238532105,DAVEY TREE EXPERT CO,277638
3806,DWSN,239360100,DAWSON GEOPHYSICAL CO,799165
3813,TGT,87612E106,TARGET CORP,27419
3814,AES5,23399M003,DPL INC,787250
3835,DE,244199105,DEERE & CO,315189
3836,DE1,244217006,DEERE (JOHN) CAPITAL CORP,27673
3842,DVLN,233347202,DVL INC,215639
3851,DAL,247361702,DELTA AIR LINES INC,27904
3863,DLX,248019101,DELUXE CORP,27996
3897,DTE,233331107,DTE ENERGY CO,936340
3905,ATGE,00737L103,ADTALEM GLOBAL EDUCATION INC,730464
3908,DEWY,252063102,DEWEY ELECTRONICS CORP,28561
3937,PYYX,74737V205,PYXUS INTERNATIONAL INC,939930
3946,DBD,253651202,DIEBOLD NIXDORF INC,28823
3962,NSYS,656553104,NORTECH SYSTEMS INC,722313
3964,DDS,254067101,DILLARDS INC  -CL A,28917
3969,DIOD,254543101,DIODES INC,29002
3980,DIS,254687106,DISNEY (WALT) CO,1744489
4001,DXYN,255519100,DIXIE GROUP INC,29332
4016,DG,256677105,DOLLAR GENERAL CORP,29534
4019,WFSTF,958211203,WESTERN FOREST PRODUCTS INC,1299951
4029,D,25746U109,DOMINION ENERGY INC,715957
4036,DCI,257651109,DONALDSON CO INC,29644
4040,RRD,257867200,DONNELLEY (R R) & SONS CO,29669
4045,DMLP,25820R105,DORCHESTER MINERALS  -LP,1172358
4058,DOV,260003108,DOVER CORP,29905
4060,DD,26614N102,DUPONT DE NEMOURS INC,1666700
4066,OMC,681919106,OMNICOM GROUP INC,29989
4072,ASNAQ,04351G200,ASCENA RETAIL GROUP INC,1498301
4091,DCO,264147109,DUCOMMUN INC,30305
4093,DUK,26441C204,DUKE ENERGY CORP,1326160
4094,DNB,26484T106,DUN & BRADSTREET HOLDNGS INC,1799208
4108,FLS,34354P105,FLOWSERVE CORP,30625
4115,DY,267475101,DYCOM INDUSTRIES INC,67215
4124,DYNT,268157500,DYNATRONICS CORP,720875
4130,DYSL,268102209,DYNASIL CORP OF AMERICA,30831
4145,RVTY,714046109,REVVITY INC,31791
4186,EML,276317104,EASTERN CO,31107
4193,EGP,277276101,EASTGROUP PROPERTIES,49600
4194,KODK,277461406,EASTMAN KODAK CO,31235
4199,ETN,G29183103,EATON CORP PLC,1551182
4201,EV.1,278265103,EATON VANCE CORP,350797
4213,ECL,278865100,ECOLAB INC,31462
4225,EDUC,281479105,EDUCATIONAL DEVELOPMENT CORP,31667
4241,EE.2,283677854,EL PASO ELECTRIC CO,31978
4274,ESIO,285229100,ELECTRO SCIENTIFIC INDS INC,726514
4275,ELSE,285233102,ELECTRO-SENSORS INC,351789
4292,ETCIA,285861100,ELECTR TELE-COMMUNCTN,773547
4321,EMR,291011104,EMERSON ELECTRIC CO,32604
4322,MSN,291087203,EMERSON RADIO CORP,32621
4341,SORL,78461U101,SORL AUTO PARTS INC,714284
4367,WFRD,G48833118,WEATHERFORD INTL PLC,1603923
4383,ATO,049560105,ATMOS ENERGY CORP,731802
4384,MARA,565788106,MARA HOLDINGS INC,1507605
4390,EBF,293389102,ENNIS INC,33002
4409,ENZN,293904108,ENZON PHARMACEUTICALS INC,727510
4412,VKSC,92831R201,VISKASE COMPANIES INC,33073
4415,ETCC,294092101,ENVIRONMENTAL TECTONICS CORP,33113
4418,ENZ,294100102,ENZO BIOCHEM INC,316253
4423,EFX,294429105,EQUIFAX INC,33185
4430,EQT,26884L109,EQT CORP,33213
4439,ERIC,294821608,TELEFONAKTIEBOLAGET LM ERICS,717826
4448,ESCA,296056104,ESCALADE INC,33488
4450,ESP,296650104,ESPEY MFG & ELECTRONICS CORP,33533
4460,ESL,297425100,ESTERLINE TECHNOLOGIES CORP,33619
4462,NEU,651587107,NEWMARKET CORP,1282637
4467,ESCC,299096107,EVANS & SUTHERLAND CMP CORP,276283
4485,KINS,496719105,KINGSTONE COS INC,33992
4494,EXPD,302130109,EXPEDITORS INTL WASH INC,746515
4497,BOOM,23291C103,DMC GLOBAL INC,34067
4498,IIIN,45774W108,INSTEEL INDUSTRIES,764401
4503,XOM,30231G102,EXXON MOBIL CORP,34088
4510,FMC,302491303,FMC CORP,37785
4517,NEE,65339F101,NEXTERA ENERGY INC,753308
4579,FARM,307675108,FARMER BROS CO,34563
4598,FDX,31428X106,FEDEX CORP,1048911
4599,RUSMF,781903604,RUSSEL METALS INC,903657
4601,FNMA,313586109,FEDERAL NATIONAL MORTGA ASSN,310522
4605,FRT,313745101,FEDERAL REALTY INVESTMENT TR,34903
4607,FSCR,313819104,FEDERAL SCREW WORKS,34908
4608,FSS,313855108,FEDERAL SIGNAL CORP,277509
4611,M,55616P104,MACY'S INC,794367
4622,FOE,315405100,FERRO CORP,35214
4632,LSTA,128058302,LISATA THERAPEUTICS INC,320017
4640,FITB,316773100,FIFTH THIRD BANCORP,35527
4669,FINGF,318071404,FINNING INTERNATIONAL INC,
4674,RF,7591EP100,REGIONS FINANCIAL CORP,1281761
4685,TRMK,898402102,TRUSTMARK CORP,36146
4690,FCNCA,31946M103,FIRST CITIZENS BANCSH  -CL A,798941
4695,FCIC,30246C104,FCCC INC,730669
4699,MTB,55261F104,M & T BANK CORP,36270
4707,FHRT,320488109,FIRST HARTFORD CORP,36369
4723,USB,902973304,US BANCORP,36104
4737,FHN,320517105,FIRST HORIZON CORP,36966
4759,BDL,338517105,FLANIGANS ENTERPRISES INC,12040
4763,MALJF,558912200,MAGELLAN AEROSPACE CORP,
4771,FLXS,339382103,FLEXSTEEL INDUSTRIES INC,37472
4798,FPL1,341081008,FLORIDA POWER & LIGHT CO,37634
4799,DUK9,26499R004,DUKE ENERGY FLORIDA INC,37637
4809,FLO,343498101,FLOWERS FOODS INC,1128928
4818,FLR,343412102,FLUOR CORP,1124198
4826,FONR,344437405,FONAR CORP,355019
4839,F,345370860,FORD MOTOR CO,37996
4840,F1,345397004,FORD MOTOR CREDIT CO LLC,38009
4860,FSTR,350060109,FOSTER (LB) CO,352825
4881,FELE,353514102,FRANKLIN ELECTRIC CO INC,38725
4885,BEN,354613101,FRANKLIN RESOURCES INC,38777
4900,FEIM,358010106,FREQUENCY ELECTRONICS INC,39020
4903,FRD,358435105,FRIEDMAN INDUSTRIES INC,39092
4925,FUJIY,35958N107,FUJIFILM HLDGS CORP,800365
4926,FUL,359694106,FULLER (H. B.) CO,39368
4941,GATX,361448103,GATX CORP,40211
4973,AJG,363576109,ARTHUR J GALLAGHER & CO,354190
4988,TGNA,87901J105,TEGNA INC,39899
4990,GAP,364760108,GAP INC,39911
5018,AJRD,007800105,AEROJET ROCKETDYNE HOLDINGS,40888
5024,GAM,368802104,GENERAL AMERICAN INVESTORS,40417
5046,GD,369550108,GENERAL DYNAMICS CORP,40533
5047,GE,369604301,GE AEROSPACE,40545
5050,JOB,36165A102,GEE GROUP INC,40570
5071,GIS,370334104,GENERAL MILLS INC,40704
5072,ALLY,02005N100,ALLY FINANCIAL INC,40729
5073,GM,37045V100,GENERAL MOTORS CO,1467858
5087,SPXC,78473E103,SPX TECHNOLOGIES INC,88205
5109,GCO,371532102,GENESCO INC,18498
5116,GNTX,371901109,GENTEX CORP,355811
5125,GPC,372460105,GENUINE PARTS CO,40987
5135,SO2,373334002,GEORGIA POWER,41091
5149,GTY,374297109,GETTY REALTY CORP,1052752
5165,GIGA,375175304,GIGA-TRONICS INC,719274
5179,GLT,377320106,GLATFELTER CORP,41719
5180,GSK,37733W204,GSK PLC,1131399
5205,GDRZF,38068N306,GOLD RESERVE INC,1072725
5218,GV.2,381370105,GOLDFIELD CORP,42316
5234,GT,382550101,GOODYEAR TIRE & RUBBER CO,42582
5237,GRC,383082104,GORMAN-RUPP CO,42682
5242,6283B,19399Z911,COLE REAL ESTATE INCM STRTGY,1498542
5250,GRA,38388F108,GRACE (W R) & CO,1045309
5252,GGG,384109104,GRACO INC,42888
5254,GHM,384556106,GRAHAM CORP,716314
5256,GWW,384802104,GRAINGER (W W) INC,277135
5284,GTN,389375106,GRAY TELEVISION INC,43196
5288,1737B,389406109,GRAYBAR ELECTRIC CO INC,205402
5299,JFTSF,466135100,JFT STRATEGIES FUND,
5338,GEF,397624107,GREIF INC  -CL A,43920
5342,MGI,60935Y208,MONEYGRAM INTERNATIONAL INC,1273931
5395,GYRO,403829104,GYRODYNE LLC,1589061
5408,HMG,404232100,HMG COURTLAND PROPERTIES,311817
5439,HAL,406216101,HALLIBURTON CO,45012
5457,JHS,410123103,HANCOCK (JOHN) INCOME SEC,759866
5492,LHX,502431109,L3HARRIS TECHNOLOGIES INC,202058
5496,NVRI,415864107,ENVIRI CORP,45876
5518,HAS,418056107,HASBRO INC,46080
5520,ALNT,019330109,ALLIENT INC,46129
5523,HVT,419596101,HAVERTY FURNITURE,216085
5525,HE1,419866009,HAWAIIAN ELECTRIC CO,46207
5526,HE,419870100,HAWAIIAN ELECTRIC INDS,354707
5530,HWKN,420261109,HAWKINS INC,46250
5539,HCSG,421906108,HEALTHCARE SERVICES GROUP,731012
5543,WELL,95040Q104,WELLTOWER INC,766704
5559,STRL,859241101,STERLING INFRASTRUCTURE INC,874238
5560,HL,422704106,HECLA MINING CO,719413
5567,HEI,422806109,HEICO CORP,46619
5568,KHC,500754106,KRAFT HEINZ CO,1637459
5572,HELE,G4388N106,HELEN OF TROY LTD,916789
5581,HP,423452101,HELMERICH & PAYNE,46765
5583,HMENF,423630102,HEMISPHERE ENERGY CORP,1500424
5597,HSY,427866108,HERSHEY CO,47111
5600,HTZ,42806J700,HERTZ GLOBAL HOLDINGS INC,1657853
5606,HPQ,40434L105,HP INC,47217
5608,HXL,428291108,HEXCEL CORP,717605
5621,CRAWA,22511P100,CRAWFORD UNITED CORP,47307
5639,HRC,431475102,HILL-ROM HOLDINGS INC,47518
5643,HLT,43300A203,HILTON WORLDWIDE HOLDINGS,1585689
5650,HTHIY,433578507,HITACHI LTD,47710
5667,DINO,403949100,HF SINCLAIR CORP,1915657
5680,HD,437076102,HOME DEPOT INC,354950
5681,HOFD,43739D307,HOMEFED CORP,833795
5690,HNI,404251100,HNI CORP,48287
5691,HMC,438128308,HONDA MOTOR CO LTD,715153
5709,HRL,440452100,HORMEL FOODS CORP,48465
5742,CNP,15189T107,CENTERPOINT ENERGY INC,1130310
5750,HOV,442487401,HOVNANIAN ENTRPRS INC  -CL A,357294
5763,UBA,917286205,URSTADT BIDDLE PROPERTIES,1029800
5764,HUBB,443510607,HUBBELL INC,48898
5770,HBAYF,444218101,HUDSON'S BAY CO,1563377
5783,JBHT,445658107,HUNT (JB) TRANSPRT SVCS INC,728535
5786,HBAN,446150104,HUNTINGTON BANCSHARES,49196
5788,HURC,447324104,HURCO COS INC,315374
5792,HBP,448451104,HUTTIG BUILDING PRODUCTS INC,1093082
5808,4300A,448814004,HYDRO QUEBEC,49448
5811,HYDI,449001106,HYDROMER INC,704432
5831,IEC,44949L105,IEC ELECTRONICS CORP,49728
5849,BBX,05491N302,BBX CAPITAL CORP,
5860,ITT,45073V108,ITT INC,216228
5862,RYN,754907103,RAYONIER INC,52827
5870,IDA,451107106,IDACORP INC,1057877
5878,ITW,452308109,ILLINOIS TOOL WORKS,49826
5888,TLGTQ,87960W203,TELIGENT INC,352998
5902,IMMU,452907108,IMMUNOMEDICS INC,722830
5903,IMO,453038408,IMPERIAL OIL LTD,49938
5914,AEP2,45499X001,INDIANA MICHIGAN POWER CO,50172
5932,IEHC,44949K107,IEH CORP,50292
5959,TT,G8994E103,TRANE TECHNOLOGIES PLC,1466258
5968,RYI,783754104,RYERSON HOLDING CORP,1481582
5971,WGEI,973257108,WINDGEN ENERGY INC,726037
5978,AEGN,00770F104,AEGION CORP,353020
5987,GFF,398433102,GRIFFON CORP,50725
6003,IDTI,458118106,INTEGRATED DEVICE TECH INC,703361
6008,INTC,458140100,INTEL CORP,50863
6013,CCRD,45816D100,CORECARD CORPORATION,320340
6021,INRD,45779C107,INRAD OPTICS INC,719494
6033,ITDN,458661204,INTERDYNE CO,51011
6034,TILE,458665304,INTERFACE INC,715787
6066,IBM,459200101,INTL BUSINESS MACHINES CORP,51143
6078,IFF,459506101,INTL FLAVORS & FRAGRANCES,51253
6081,NAV,63934E108,NAVISTAR INTERNATIONAL CORP,808450
6100,IDCC,45867G101,INTERDIGITAL INC,1405495
6104,IP,460146103,INTL PAPER CO,51434
6116,ISCA,460335201,INTL SPEEDWAY CORP  -CL A,51548
6135,ENB,29250N105,ENBRIDGE INC,895728
6136,IPG,460690100,INTERPUBLIC GROUP OF COS,51644
6158,IVCRQ,461203101,INVACARE CORP,742112
6178,AES4,462613001,IPALCO ENTERPRISES INC,728391
6194,ISRL.1,465141406,ISRAMCO INC,719209
6196,AXE,035290105,ANIXTER INTL INC,52795
6216,J,46982L108,JACOBS SOLUTIONS INC,52988
6223,EME,29084Q100,EMCOR GROUP INC,105634
6233,SRL,G7T96K107,SCULLY ROYALTY LTD,16859
6239,LUK2,47299V003,JEFFERIES GROUP LLC,1084580
6253,GPU3,476556006,JERSEY CENTRAL POWER & LIGHT,53456
6266,JNJ,478160104,JOHNSON & JOHNSON,200406
6268,JCI,G51502105,JOHNSON CONTROLS INTL PLC,833444
6304,KLAC,482480100,KLA CORP,319201
6307,SHLDQ,812350106,SEARS HOLDINGS CORP,1310067
6310,KMI,49456B101,KINDER MORGAN INC,1506307
6311,PNRG,74158E104,PRIMEENERGY RESOURCES CORP,56868
6326,KAMN,483548103,KAMAN CORP,54381
6333,KCLI,484836200,KANSAS CITY LIFE INS CO,54473
6335,KSU,485170302,KANSAS CITY SOUTHERN,54480
6338,EVRG,30034W106,EVERGY INC,1711269
6375,K,487836108,KELLANOVA,55067
6379,KELYA,488152208,KELLY SERVICES INC  -CL A,55135
6385,KENS,489084202,KENILWORTH SYSTEMS CORP,55234
6386,KMT,489170100,KENNAMETAL INC,55242
6397,AEP4,491386009,KENTUCKY POWER,55373
6410,KEQU,492854104,KEWAUNEE SCIENTIFIC CORP,55529
6416,KTCC,493144109,KEY TRONIC CORP,719733
6433,KBAL,494274103,KIMBALL INTERNATIONAL  -CL B,55772
6435,KMB,494368103,KIMBERLY-CLARK CORP,55785
6461,KEX,497266106,KIRBY CORP,56047
6494,KMTUY,500458401,KOMATSU LTD,56594
6497,KOSS,500692108,KOSS CORP,56701
6502,KR,501044101,KROGER CO,56873
6506,KUBTY,501173207,KUBOTA CORP,109821
6509,KLIC,501242101,KULICKE & SOFFA INDUSTRIES,56978
6512,KYOCY,501556203,KYOCERA CORP,57083
6527,LYTS,50216C108,LSI INDUSTRIES INC,763532
6528,LXU,502160104,LSB INDUSTRIES INC,60714
6543,LZB,505336107,LA-Z-BOY INC,57131
6547,SR,84857L101,SPIRE INC,1126956
6565,LRCX,512807108,LAM RESEARCH CORP,707549
6573,LANC,513847103,LANCASTER COLONY CORP,57515
6617,DSGR,520776105,DISTRIBUTION SOLUTIO GRO INC,703604
6639,LEE,523768406,LEE ENTERPRISES INC,58361
6649,LEG,524660107,LEGGETT & PLATT INC,58492
6653,LM,524901105,LEGG MASON INC,704051
6669,LEN,526057104,LENNAR CORP,920760
6672,LEFUF,526682109,LEON'S FURNITURE LTD,
6682,JEF,47233W109,JEFFERIES FINANCIAL GRP INC,96223
6683,STSC,85571H201,START SCIENTIFIC INC,1368761
6730,LLY,532457108,LILLY (ELI) & CO,59478
6733,BBWI,070830104,BATH & BODY WORKS INC,701985
6737,LECO,533900106,LINCOLN ELECTRIC HLDGS INC,59527
6742,LNC,534187109,LINCOLN NATIONAL CORP,59558
6771,LBLCF,539481101,LOBLAW COS LTD,1081862
6774,LMT,539830109,LOCKHEED MARTIN CORP,936468
6781,L,540424108,LOEWS CORP,60086
6788,RRC,75281A109,RANGE RESOURCES CORP,315852
6791,FACO,318457108,FIRST ACCEPTANCE CORP,1017907
6821,LPX,546347105,LOUISIANA-PACIFIC CORP,60519
6823,ETR2,29364M001,ENTERGY LOUISIANA LLC,1348952
6829,LOW,548661107,LOWE'S COS INC,60667
6831,LUB,549282101,LUBYS INC,16099
6845,LDL,550819106,LYDALL INC,60977
6848,LGL,50186A108,LGL GROUP INC,61004
6865,MDC,552676108,MDC HOLDINGS INC,773141
6867,MDU,552690109,MDU RESOURCES GROUP INC,67716
6900,MTSC,553777103,MTS SYSTEMS CORP,68709
6930,PALDF,65704X109,NORTH AMERICAN PALLADIUM,887701
6932,MGEE,55277P104,MGE ENERGY INC,1161728
6946,MGA,559222401,MAGNA INTERNATIONAL INC,749098
6972,MKTAY,560877300,MAKITA CORP,202467
6994,MTW,563571405,MANITOWOC CO,61986
7017,MRO,565849106,MARATHON OIL CORP,101778
7022,MCS,566330106,MARCUS CORP,62234
7034,MARPS,568423107,MARINE PETROLEUM TRUST,62362
7063,HST,44107P104,HOST HOTELS & RESORTS INC,1070750
7065,MMC,571748102,MARSH & MCLENNAN COS,62709
7085,MAS,574599106,MASCO CORP,62996
7092,CCUR,12509F206,CCUR HOLDINGS INC,749038
7095,BTAX,45252A305,BIOSTAX CORP,1559356
7114,PCRHY,69832A304,PANASONIC HOLDINGS CORP,63271
7116,MAT,577081102,MATTEL INC,63276
7117,MLP,577345101,MAUI LAND & PINEAPPLE CO,63330
